Survived,Pclass,Age,SibSp,Parch,Fare,has_cabin,family_size,is_alone,fare_per_person,sex_encoded,age_group_encoded,fare_bin_encoded,Embarked_C,Embarked_Q,Embarked_S,title_Master,title_Miss,title_Mrs,title_Rare
1,1,2.172495405612386,0,0,2.7128315501938722,1,-0.5609748304808925,1,4.489100173109663,1,2,3,1,0,0,0,1,0,0
0,3,-0.3092756154954491,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,0,2,0,0,1,0,0,0,0,0
0,3,0.969212486287375,0,1,-0.5369513032864824,0,0.059159876663617626,0,-0.5272645737497267,0,2,1,0,0,1,0,0,0,0
1,3,-0.5724937540977952,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,2,0,0,1,0,0,1,0,0
0,2,-0.3844807979532623,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,1,2,1,0,0,1,0,1,0,0
0,3,-0.08366006812200955,0,0,-0.5111679285810251,0,-0.5609748304808925,1,-0.34052735093651687,0,2,1,0,0,1,0,0,0,0
0,3,-0.3092756154954491,8,2,0.9017647699613317,0,5.64037224096421,0,-0.4525179670695247,0,2,3,0,0,1,0,0,0,0
0,3,0.36757102662486957,0,0,-0.581854563268135,0,-0.5609748304808925,1,-0.4464176026920134,0,2,0,0,0,1,0,0,0,0
0,3,1.2324306248897212,0,0,-0.5646970191586081,0,-0.5609748304808925,1,-0.42071519553533004,0,2,0,1,0,0,0,0,0,0
1,3,-0.8357118927001413,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,3,-2.038994812025152,0,1,-0.48852100564435524,1,0.059159876663617626,0,-0.4909897076974768,1,0,1,0,0,1,0,1,0,0
0,3,0.2171606617092432,1,0,-0.3617570603754636,0,0.059159876663617626,0,-0.39604201258184907,0,2,2,0,0,1,0,0,0,0
1,3,-0.23407043303763592,0,0,-0.29263982803627664,0,-0.5609748304808925,1,-0.013167084250153211,0,2,2,1,0,0,0,0,0,0
1,3,-0.9861222576157678,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,1,0,0,1,0,0,1,0,0
1,1,0.8188021213717487,0,0,-0.005288611034635832,1,-0.5609748304808925,1,0.4172918397775416,0,2,2,1,0,0,0,0,0,0
0,3,-0.3844807979532623,0,0,-0.5688146415107299,0,-0.5609748304808925,1,-0.4268834912737003,0,2,0,0,0,1,0,0,0,0
1,2,0.4427762090826827,0,0,-0.2405813168701657,0,-0.5609748304808925,1,0.06481779758495625,1,2,2,0,0,1,0,1,0,0
0,3,-0.5348911628688886,0,0,-0.5641087873940193,0,-0.5609748304808925,1,-0.4198340104298486,0,2,0,0,0,1,0,0,0,0
0,2,0.06675029679361683,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
0,3,-0.3092756154954491,1,0,-0.5523441521022427,0,0.059159876663617626,0,-0.5387939996698461,0,2,0,0,1,0,0,0,0,0
1,1,0.14195547925143,1,0,1.9305821262271863,1,0.059159876663617626,0,1.3209471654487823,1,2,3,1,0,0,0,1,0,0
1,3,-0.15886525057982273,0,0,-0.548226529750121,0,-0.5609748304808925,1,-0.39604201258184907,1,2,1,0,0,1,0,1,0,0
0,2,0.969212486287375,1,0,-0.09940569336884779,0,0.059159876663617626,0,-0.19953773405948275,0,2,2,0,0,1,0,0,0,0
1,1,0.2171606617092432,0,0,1.060392053454471,1,-0.5609748304808925,1,2.0137066974549334,1,2,3,1,0,0,0,1,0,0
0,2,0.06675029679361683,0,0,-0.4876386579974721,0,-0.5609748304808925,1,-0.30527994671725833,0,2,1,0,0,1,0,0,0,0
1,3,-0.9861222576157678,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,1,1,0,0,1,0,0,0,0
0,2,-0.15886525057982273,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
0,3,1.6460591284076938,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,3,-0.3092756154954491,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
1,1,0.6683917564561223,1,0,1.3829383533949904,1,0.059159876663617626,0,0.910755498847161,0,2,3,0,0,1,0,0,0,0
0,3,-0.5348911628688886,0,0,-0.5146973191685581,0,-0.5609748304808925,1,-0.3458144615694057,0,2,1,0,0,1,0,0,0,0
1,2,-0.7605067102423282,0,0,-0.4876386579974721,0,-0.5609748304808925,1,-0.30527994671725833,0,2,1,0,0,1,0,0,0,0
0,3,-0.6476989365556084,0,0,-0.5641087873940193,0,-0.5609748304808925,1,-0.4198340104298486,0,2,0,0,0,1,0,0,0,0
0,2,-0.8357118927001413,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
0,3,-0.5724937540977952,3,1,-0.1354831239546096,0,1.9195639980971482,0,-0.49585067721335474,1,2,2,0,0,1,0,1,0,0
1,1,0.4427762090826827,1,0,1.229409862837307,1,0.059159876663617626,0,0.79576084258183,1,2,3,0,0,1,0,0,1,0
0,3,-0.008454885664196365,0,0,-0.551755920337654,0,-0.5609748304808925,1,-0.40132912321473785,0,2,0,0,0,1,0,0,0,0
0,2,2.2477005880701992,0,0,-0.4170508462468131,0,-0.5609748304808925,1,-0.19953773405948275,0,2,1,0,0,1,0,0,0,0
1,3,-1.8133792646517128,4,2,0.003828981316490934,0,3.1598334123861687,0,-0.5173308481720477,1,0,3,0,0,1,0,1,0,0
0,2,-0.3844807979532623,0,0,-0.4876386579974721,0,-0.5609748304808925,1,-0.30527994671725833,0,2,1,0,0,1,0,0,0,0
0,3,-0.5724937540977952,0,0,-0.5570500062189534,0,-0.5609748304808925,1,-0.409259789164071,1,2,0,0,0,1,0,1,0,0
0,2,1.1196228512030013,1,0,-0.12293496395240078,0,0.059159876663617626,0,-0.21716143616911202,0,2,2,0,0,1,0,0,0,0
1,2,-1.5877637172782733,0,2,-0.11705264630651252,0,0.6792945838081278,0,-0.3669629041009608,1,0,2,0,0,1,0,1,0,0
0,2,-0.7605067102423282,0,0,-0.4876386579974721,0,-0.5609748304808925,1,-0.30527994671725833,0,2,1,0,0,1,0,0,0,0
0,2,0.29236584416705635,0,0,-0.4458742027116655,0,-0.5609748304808925,1,-0.24271580422807446,0,2,1,0,0,1,0,0,0,0
0,3,-0.5724937540977952,1,0,-0.3945992162559869,0,0.059159876663617626,0,-0.4206411759864696,1,2,1,1,0,0,0,1,0,0
1,3,-0.5724937540977952,1,0,-0.36999230507970715,0,0.059159876663617626,0,-0.4022103083202193,1,2,2,0,1,0,0,1,0,0
0,2,-0.008454885664196365,0,0,-0.4876386579974721,0,-0.5609748304808925,1,-0.30527994671725833,0,2,1,0,0,1,0,0,0,0
0,3,-0.5348911628688886,0,0,-0.5670499462169634,0,-0.5609748304808925,1,-0.4242399359572559,0,2,0,0,0,1,0,0,0,0
0,3,0.06675029679361683,0,0,-0.5646970191586081,0,-0.5609748304808925,1,-0.42071519553533004,0,2,0,1,0,0,0,0,0,0
0,1,1.1196228512030013,2,0,1.3829383533949904,1,0.6792945838081278,0,0.38204443555828305,0,2,3,0,1,0,0,0,0,1
0,3,-0.3092756154954491,0,0,-0.551755920337654,0,-0.5609748304808925,1,-0.40132912321473785,1,2,0,0,0,1,0,1,0,0
1,2,-0.3844807979532623,0,2,-0.3935215756632601,0,0.6792945838081278,0,-0.5050152372930568,1,2,2,0,0,1,0,0,1,0
1,1,0.5931865739983091,1,1,0.501865992977382,1,0.6792945838081278,0,-0.05791131407955404,0,2,3,0,0,1,0,0,0,0
0,2,1.8716746757811333,1,0,-0.12293496395240078,0,0.059159876663617626,0,-0.21716143616911202,0,2,2,0,0,1,0,0,0,1
0,3,-0.3092756154954491,0,0,-0.5641087873940193,0,-0.5609748304808925,1,-0.4198340104298486,0,2,0,0,0,1,0,0,0,0
0,3,-0.008454885664196365,1,1,-0.48852100564435524,1,0.6792945838081278,0,-0.5524523688048087,1,2,1,0,0,1,0,0,1,0
0,1,2.4733161354436386,0,0,-0.10999386513144661,1,-0.5609748304808925,1,0.26044089100184115,0,3,2,0,0,1,0,0,0,0
0,3,0.06675029679361683,1,0,-0.3558747427295753,0,0.059159876663617626,0,-0.39163608705444175,0,2,2,0,0,1,0,0,0,0
0,3,0.8940073038295618,0,2,-0.2591106174547137,0,0.6792945838081278,0,-0.43789830509221855,1,2,2,0,0,1,0,0,1,0
1,3,-0.008454885664196365,0,2,-0.3759734456620463,0,0.6792945838081278,0,-0.4962527326041491,1,2,2,1,0,0,0,0,1,0
1,1,0.4427762090826827,0,0,1.1288222310926181,0,-0.5609748304808925,1,2.116216723145803,1,2,3,1,0,0,0,0,1,0
1,1,0.06675029679361683,0,0,1.3005859063525549,1,-0.5609748304808925,1,2.37352277394639,1,2,3,0,0,1,0,1,0,0
1,1,0.4427762090826827,0,0,5.124238728242953,0,-0.5609748304808925,1,8.101445198430158,1,2,3,1,0,0,0,1,0,0
1,2,1.5708539459498805,0,1,-0.12293496395240078,0,0.059159876663617626,0,-0.21716143616911202,1,2,2,0,0,1,0,0,1,0
0,3,-0.3092756154954491,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,0,2,0,0,1,0,0,0,0,0
1,3,-1.9637896295673392,4,2,0.003828981316490934,0,3.1598334123861687,0,-0.5173308481720477,0,0,3,0,0,1,1,0,0,0
0,1,1.7212643108655068,1,1,1.139410402855217,1,0.6792945838081278,0,0.26044089100184115,0,2,3,0,0,1,0,0,0,0
0,1,0.8188021213717487,0,0,-0.7346959991247785,1,-0.5609748304808925,1,-0.675377691019473,0,2,0,0,0,1,0,0,0,0
0,3,-0.5724937540977952,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,2,0,0,1,0,0,1,0,0
0,2,0.5179813915404959,0,0,-0.4876386579974721,0,-0.5609748304808925,1,-0.30527994671725833,0,2,1,0,0,1,0,0,0,0
0,3,-0.9861222576157678,4,1,0.19912192715998075,0,2.5396987052416584,0,-0.4422307985275025,0,1,3,0,0,1,0,0,0,0
1,3,-0.3092756154954491,1,0,-0.551755920337654,0,0.059159876663617626,0,-0.5383534071171054,0,2,0,0,0,1,0,0,0,0
1,1,2.172495405612386,0,1,2.876164687803722,1,0.059159876663617626,0,2.0291996939795083,1,2,3,0,0,1,0,0,1,0
1,1,0.4427762090826827,0,0,2.456656616715439,1,-0.5609748304808925,1,4.105344059672485,1,2,3,0,0,1,0,1,0,0
0,1,0.8188021213717487,0,0,-0.005288611034635832,0,-0.5609748304808925,1,0.4172918397775416,0,2,2,0,0,1,0,0,0,0
1,3,-0.3092756154954491,0,0,-0.7346959991247785,0,-0.5609748304808925,1,-0.675377691019473,0,2,0,0,0,1,0,0,0,0
1,2,0.8940073038295618,0,1,-0.2758752227454952,0,0.059159876663617626,0,-0.33171549988170224,1,2,2,0,0,1,0,0,1,0
0,1,0.5931865739983091,0,1,-0.03587666279325473,1,0.059159876663617626,0,-0.15195373836348375,0,2,2,1,0,0,0,0,0,0
1,3,-0.5724937540977952,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,2,0,0,1,0,0,1,0,0
1,1,2.548521317901452,1,0,1.0996059358090202,1,0.059159876663617626,0,0.6985361651536383,1,3,3,0,0,1,0,1,0,0
0,3,1.1948280336608146,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,2,0,0,0,1,0,1,0,0
0,2,0.06675029679361683,0,0,-0.7346959991247785,0,-0.5609748304808925,1,-0.675377691019473,0,2,0,0,0,1,0,0,0,0
0,3,-1.6629688997360863,4,1,-0.04940599337879768,0,2.5396987052416584,0,-0.5042809163718222,0,0,2,0,1,0,1,0,0,0
1,3,0.4427762090826827,1,1,-0.2582282698078304,0,0.6792945838081278,0,-0.43745771253947785,1,2,2,0,0,1,0,0,1,0
0,3,2.6989316828170784,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,0,3,0,0,1,0,0,0,0,0
0,3,-0.08366006812200955,0,0,-0.5498924021074366,0,-0.5609748304808925,1,-0.39853752880057264,0,2,0,0,0,1,0,0,0,0
0,3,-0.9861222576157678,0,0,-0.5111679285810251,0,-0.5609748304808925,1,-0.34052735093651687,0,1,1,0,0,1,0,0,0,0
1,3,-0.7605067102423282,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,1,0.8188021213717487,0,0,-0.12293496395240078,1,-0.5609748304808925,1,0.24105481868124892,0,2,2,0,0,1,0,0,0,0
0,3,0.29236584416705635,0,0,-0.5308736926947507,0,-0.5609748304808925,1,-0.3700470519701459,0,2,1,1,0,0,0,0,0,0
1,3,0.06675029679361683,0,0,-0.5111679285810251,0,-0.5609748304808925,1,-0.34052735093651687,0,2,1,0,0,1,0,0,0,0
0,3,-0.5348911628688886,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
1,2,0.969212486287375,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
1,3,-0.5348911628688886,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,2,0,0,1,0,0,1,0,0
1,1,-0.23407043303763592,0,0,1.1205869863883744,0,-0.5609748304808925,1,2.103880131669062,1,2,3,0,0,1,0,1,0,0
1,1,-0.7605067102423282,1,0,1.4083311422087608,1,0.059159876663617626,0,0.929774998163873,1,2,3,1,0,0,0,0,1,0
0,2,0.5179813915404959,0,0,-0.4317566403615337,1,-0.5609748304808925,1,-0.22156736169651933,0,2,1,1,0,0,0,0,0,0
0,3,-0.3844807979532623,0,0,-0.5264619544603346,0,-0.5609748304808925,1,-0.363438163679035,1,2,1,0,0,1,0,1,0,0
0,3,-0.3844807979532623,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
0,1,0.8188021213717487,0,0,-0.08244579513222278,0,-0.5609748304808925,1,0.301708551861749,0,2,2,1,0,0,0,0,0,0
0,3,-0.42208338918216887,0,0,-0.5645981962221572,0,-0.5609748304808925,1,-0.4205671564376092,0,2,0,1,0,0,0,0,0,0
0,1,-2.038994812025152,1,2,2.831164957812677,1,1.299429290952638,0,0.6600583363376848,1,0,3,0,0,1,0,1,0,0
1,1,0.8188021213717487,0,0,-0.017053246326412325,1,-0.5609748304808925,1,0.3996681376679123,0,2,2,0,0,1,0,0,0,0
1,1,1.5708539459498805,0,1,5.089287879132724,1,0.059159876663617626,0,3.6868551541176506,1,2,3,1,0,0,0,0,1,0
1,3,-0.5724937540977952,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,2,0,0,1,0,0,1,0,0
1,3,-0.3092756154954491,2,0,-0.1876404580571715,0,0.6792945838081278,0,-0.4022103083202193,0,2,2,0,1,0,0,0,0,0
0,3,-0.7605067102423282,0,0,-0.7346959991247785,0,-0.5609748304808925,1,-0.675377691019473,0,2,0,0,0,1,0,0,0,0
1,2,-0.08366006812200955,0,0,-0.4441095074178991,1,-0.5609748304808925,1,-0.2400722489116301,1,2,1,0,1,0,0,1,0,0
0,3,-0.3092756154954491,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
1,1,-2.1202164090795903,1,2,2.831164957812677,1,1.299429290952638,0,0.6600583363376848,0,0,3,0,0,1,1,0,0,0
1,1,0.4427762090826827,0,0,1.8743071697725027,0,-0.5609748304808925,1,3.232970805245837,1,2,3,1,0,0,0,1,0,0
1,1,-0.9109170751579546,1,0,1.827641567424142,1,0.059159876663617626,0,1.2438434687191542,1,1,3,1,0,0,0,0,1,0
0,2,0.06675029679361683,1,0,-0.16999350511950675,0,0.059159876663617626,0,-0.2524088403883706,0,2,2,1,0,0,0,0,0,0
1,1,0.06675029679361683,0,0,0.6048065517804263,1,-0.5609748304808925,1,1.3312288332595401,1,2,3,1,0,0,0,1,0,0
1,1,-0.3844807979532623,0,0,1.2219581428434958,1,-0.5609748304808925,1,2.255736523266894,1,2,3,1,0,0,0,1,0,0
1,1,-0.8357118927001413,2,2,5.124238728242953,1,1.9195639980971482,0,1.0799868868704532,1,2,3,1,0,0,0,1,0,0
0,2,-0.23407043303763592,1,1,-0.12293496395240078,0,0.6792945838081278,0,-0.369900187785899,1,2,2,0,0,1,0,0,1,0
0,3,-0.08366006812200955,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
0,2,1.0444176687451883,1,1,-0.11705264630651252,0,0.6792945838081278,0,-0.3669629041009608,0,2,2,0,0,1,0,0,0,0
1,3,-0.23407043303763592,0,0,-0.5498924021074366,0,-0.5609748304808925,1,-0.39853752880057264,1,2,0,0,0,1,0,1,0,0
1,2,-0.3844807979532623,1,0,-0.12293496395240078,0,0.059159876663617626,0,-0.21716143616911202,1,2,2,0,0,1,0,0,1,0
0,2,1.8716746757811333,0,0,-0.40528621095503664,0,-0.5609748304808925,1,-0.1819140319498535,0,2,1,0,0,1,0,0,0,1
1,1,0.14195547925143,0,2,3.144497195392677,1,0.6792945838081278,0,1.2616633813789375,1,2,3,0,0,1,0,1,0,0
1,1,0.8188021213717487,1,1,2.4299908943630983,1,0.6792945838081278,0,0.9048809314772847,1,2,3,1,0,0,0,0,1,0
0,3,-0.5348911628688886,0,0,-0.5641087873940193,0,-0.5609748304808925,1,-0.4198340104298486,0,2,0,0,0,1,0,0,0,0
0,3,-0.15886525057982273,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
1,2,0.06675029679361683,0,0,-0.4441095074178991,0,-0.5609748304808925,1,-0.2400722489116301,1,2,1,0,1,0,0,1,0,0
1,2,-0.5348911628688886,1,1,-0.052347152201741805,0,0.6792945838081278,0,-0.33465278356664047,1,2,2,0,0,1,0,0,1,0
0,3,-0.3092756154954491,8,2,0.9017647699613317,0,5.64037224096421,0,-0.4525179670695247,0,2,3,0,0,1,0,0,0,0
1,1,0.5179813915404959,0,0,2.456656616715439,1,-0.5609748304808925,1,4.105344059672485,1,2,3,1,0,0,0,1,0,0
0,3,2.3981109529858253,0,0,-0.5879321738598666,0,-0.5609748304808925,1,-0.4555220072018478,0,3,0,0,0,1,0,0,0,0
1,2,0.5179813915404959,0,0,-0.4288154815385896,1,-0.5609748304808925,1,-0.21716143616911202,1,2,1,0,0,1,0,0,1,0
1,3,0.14195547925143,1,1,-0.2517577203973534,0,0.6792945838081278,0,-0.4342267004860459,1,2,2,0,0,1,0,0,1,0
1,1,-0.9861222576157678,0,1,0.6295122858931569,1,0.059159876663617626,0,0.3464304583351442,1,1,3,1,0,0,0,1,0,0
1,3,-0.5724937540977952,2,0,-0.1876404580571715,0,0.6792945838081278,0,-0.4022103083202193,1,2,2,0,1,0,0,1,0,0
0,1,1.2324306248897212,0,0,-0.0641117874935183,1,-0.5609748304808925,1,0.32917332922939524,0,2,2,0,0,1,0,0,0,0
0,1,0.6683917564561223,0,1,2.876164687803722,1,0.059159876663617626,0,2.0291996939795083,0,2,3,0,0,1,0,0,0,0
0,3,-0.9861222576157678,2,0,-0.3111691286208247,0,0.6792945838081278,0,-0.46389326570392175,0,1,2,0,0,1,0,0,0,0
1,1,0.4427762090826827,1,0,2.4099910143670784,0,0.059159876663617626,0,1.6800300959324785,1,2,3,0,0,1,0,0,1,0
0,3,-0.3092756154954491,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
0,1,-0.008454885664196365,1,0,0.8323534217398503,1,0.059159876663617626,0,0.4983608694818361,0,2,3,0,0,1,0,0,0,0
1,1,0.8940073038295618,0,0,2.4299908943630983,1,-0.5609748304808925,1,4.0653981764708,1,2,3,1,0,0,0,1,0,0
1,3,1.1948280336608146,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,1,1.1948280336608146,0,0,0.10059310659135261,1,-0.5609748304808925,1,0.575905158764205,0,2,3,0,0,1,0,0,0,0
1,2,-2.038994812025152,1,1,-0.12293496395240078,1,0.6792945838081278,0,-0.369900187785899,0,0,2,0,0,1,1,0,0,0
1,1,-0.3844807979532623,3,2,5.124238728242953,1,2.5396987052416584,0,0.787426123888799,1,2,3,0,0,1,0,1,0,0
0,2,-0.08366006812200955,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
0,2,-0.3092756154954491,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
0,2,0.5179813915404959,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
1,2,-0.3844807979532623,0,0,-0.4288154815385896,1,-0.5609748304808925,1,-0.21716143616911202,1,2,1,0,0,1,0,1,0,0
1,2,0.8188021213717487,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,1,2,1,0,0,1,0,1,0,0
1,3,-0.5724937540977952,1,0,-0.3558747427295753,0,0.059159876663617626,0,-0.39163608705444175,1,2,2,0,0,1,0,0,1,0
1,3,-1.9637896295673392,1,1,-0.36058059684628596,0,0.6792945838081278,0,-0.48856644865740273,0,0,2,0,0,1,1,0,0,0
0,3,0.969212486287375,0,0,-0.5308736926947507,0,-0.5609748304808925,1,-0.3700470519701459,0,2,1,0,0,1,0,0,0,0
0,3,-0.45968598041107545,0,0,-0.5176384779915022,0,-0.5609748304808925,1,-0.350220387096813,0,2,1,0,0,1,0,0,0,0
0,1,0.8188021213717487,0,0,0.08882847129957612,1,-0.5609748304808925,1,0.5582814566545757,0,2,3,0,0,1,0,0,0,0
0,3,-1.061327440073581,1,1,-0.5645981962221572,0,0.6792945838081278,0,-0.5904408461588517,0,1,0,1,0,0,0,0,0,0
0,3,-0.3092756154954491,1,0,-0.3158749827375353,0,0.059159876663617626,0,-0.361675793468072,0,2,2,0,0,1,0,0,0,0
0,3,-0.3092756154954491,0,0,-0.5646970191586081,0,-0.5609748304808925,1,-0.42071519553533004,0,2,0,1,0,0,0,0,0,0
0,3,-0.08366006812200955,0,0,-0.5111679285810251,0,-0.5609748304808925,1,-0.34052735093651687,0,2,1,0,0,1,0,0,0,0
1,1,-0.5348911628688886,0,1,0.5594138829706359,1,0.059159876663617626,0,0.2939259250101367,1,2,3,0,0,1,0,1,0,0
0,2,0.6683917564561223,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,1,2,1,0,0,1,0,1,0,0
1,3,-0.5724937540977952,0,0,-0.5493041703428477,0,-0.5609748304808925,1,-0.3976563436950911,1,2,0,0,1,0,0,1,0,0
1,3,-0.5724937540977952,0,0,-0.5493041703428477,0,-0.5609748304808925,1,-0.3976563436950911,1,2,0,0,1,0,0,1,0,0
0,3,0.8188021213717487,1,4,-0.07822934984365013,0,2.5396987052416584,0,-0.5114772613999208,0,2,2,0,0,1,0,0,0,0
0,2,-0.008454885664196365,1,0,-0.08244579513222278,0,0.059159876663617626,0,-0.18683456957886196,0,2,2,1,0,0,0,0,0,0
0,3,1.1948280336608146,0,1,-0.3945992162559869,0,0.059159876663617626,0,-0.4206411759864696,1,2,1,1,0,0,0,0,1,0
0,3,0.4427762090826827,0,0,-0.5688146415107299,0,-0.5609748304808925,1,-0.4268834912737003,0,2,0,0,0,1,0,0,0,0
0,3,-0.3092756154954491,1,0,-0.36999230507970715,0,0.059159876663617626,0,-0.4022103083202193,0,2,2,0,1,0,0,0,0,0
0,3,0.06675029679361683,0,0,-0.5641087873940193,0,-0.5609748304808925,1,-0.4198340104298486,0,2,0,0,0,1,0,0,0,0
1,1,2.3229057705280125,1,0,1.0358816122875838,1,0.059159876663617626,0,0.6508058927301293,1,2,3,1,0,0,0,0,1,0
1,3,-0.5724937540977952,0,0,-0.5645981962221572,0,-0.5609748304808925,1,-0.4205671564376092,1,2,0,1,0,0,0,0,1,0
1,3,-0.5724937540977952,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,2,0,0,1,0,0,1,0,0
1,1,-0.3844807979532623,0,0,0.8958824523154435,1,-0.5609748304808925,1,1.7672674213751434,1,2,3,1,0,0,0,0,1,0
1,1,-0.3092756154954491,1,0,0.5698067617873912,1,0.059159876663617626,0,0.30171031423195993,0,2,3,1,0,0,0,0,0,0
0,3,-0.8357118927001413,1,0,-0.581854563268135,0,0.059159876663617626,0,-0.5608976468557432,0,2,0,0,0,1,0,0,0,0
0,3,-0.7605067102423282,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,1,-0.5348911628688886,0,0,2.456656616715439,0,-0.5609748304808925,1,4.105344059672485,0,2,3,1,0,0,0,0,0,0
0,3,-1.9637896295673392,3,1,-0.23881662157639924,0,1.9195639980971482,0,-0.5268098822352982,1,0,2,0,0,1,0,1,0,0
1,1,0.4427762090826827,1,0,1.1987229881422372,0,0.059159876663617626,0,0.7727760102904516,1,2,3,1,0,0,0,0,1,0
1,3,-0.5348911628688886,0,0,-0.5641087873940193,0,-0.5609748304808925,1,-0.4198340104298486,1,2,0,0,0,1,0,1,0,0
0,1,-0.15886525057982273,0,2,4.241744729296679,1,0.6792945838081278,0,1.8095643064382536,0,2,3,1,0,0,0,0,0,0
0,3,-0.685301527784515,0,0,-0.6402848009082721,0,-0.5609748304808925,1,-0.5339474815896981,0,2,0,1,0,0,0,0,0,0
0,3,-0.7605067102423282,0,0,-0.551755920337654,0,-0.5609748304808925,1,-0.40132912321473785,0,2,0,0,0,1,0,0,0,0
1,1,0.969212486287375,0,0,4.618801290398115,0,-0.5609748304808925,1,7.344287953967325,1,2,3,1,0,0,0,1,0,0
1,3,-2.1141999944829655,0,2,-0.36430528037966237,0,0.6792945838081278,0,-0.4904263366867056,1,0,2,1,0,0,0,1,0,0
0,3,0.2171606617092432,0,0,-0.548226529750121,0,-0.5609748304808925,1,-0.39604201258184907,0,2,1,0,0,1,0,0,0,0
1,1,0.4427762090826827,1,0,0.4888260712199769,0,0.059159876663617626,0,0.24105481868124892,1,2,3,0,0,1,0,0,1,0
0,3,-0.3092756154954491,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
0,2,-0.8357118927001413,0,0,0.994705388766366,0,-0.5609748304808925,1,1.9153065190960292,0,2,3,0,0,1,0,0,0,0
0,3,-2.1141999944829655,5,2,0.36882679124385664,0,3.779968119530679,0,-0.4687397837840698,0,0,3,0,0,1,1,0,0,0
1,2,0.5179813915404959,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,1,2,1,0,0,1,0,1,0,0
0,3,-0.3092756154954491,0,0,-0.5528335609303807,0,-0.5609748304808925,1,-0.40294345432797996,0,2,0,0,1,0,0,0,0,0
1,2,-0.9109170751579546,0,0,-0.4523447521221426,0,-0.5609748304808925,1,-0.2524088403883706,1,1,1,1,0,0,0,1,0,0
1,1,0.5179813915404959,1,2,2.08881647090158,1,1.299429290952638,0,0.38204443555828305,0,2,3,0,0,1,0,0,0,0
1,3,-0.6100963453267019,0,0,-0.5512665115095161,0,-0.5609748304808925,1,-0.4005959772069773,0,2,0,0,0,1,0,0,0,0
